cleanliness_score,odor_score,waste_level,complaints,footfall,hours_since_cleaning,odor_x_waste,crowding_index,complaint_rate,hours_norm,location_Bangalore,location_Chennai,location_Delhi,location_Kolkata,location_Mumbai,location_Pune,facility_type_Bus Stand,facility_type_Hospital,facility_type_Market,facility_type_Park,facility_type_Public Toilet,facility_type_Railway Station
-1.0608922302501365,-0.520215449491624,-1.3781522951583622,0.856585053147239,0.967979904265569,0.8131806688345444,-1.1493639792695933,1.2096533567619652,-0.1228424738606663,0.8131806688345444,False,False,True,False,False,False,False,False,False,True,False,False
-0.9529911685643149,-0.3223208419817337,-1.4264590792737422,0.11091797750219957,0.7269601069842295,-0.11225288689700975,-1.1324388682490836,0.9078578005225845,-0.12829624719448843,-0.11225288689700963,False,False,False,False,True,False,False,False,False,True,False,False
1.1510795343092026,0.07346837303804642,-0.12217590815848194,0.11091797750219957,-1.3597639273726303,-0.720394937806317,-0.035014669679230295,-1.1128938073257502,-0.0866472368517644,-0.7203949378063168,False,False,False,False,True,False,False,False,False,True,False,False
0.2339205099797206,0.4197839361803542,-0.46032339696614205,0.4837515153247193,-0.3703142332702895,0.16537717982245645,-0.1203172292225996,-0.4353239120211821,-0.11322018171687419,0.1653771798224567,False,True,False,False,False,False,True,False,False,False,False,False
0.2878710408226311,2.1513617518918924,-0.5086301810815221,-1.3804161737878793,-0.3512863545375522,2.359976754842999,0.6907340908802283,-0.4371474675436204,-0.14260122643074316,2.359976754842999,False,False,False,False,True,False,True,False,False,False,False,False
-1.6003975386792433,-1.4107411832861296,-0.46032339696614205,0.856585053147239,-0.6874455454825783,-0.6278515822331614,-1.0471363087057144,0.03510527365295045,-0.09929437148262946,-0.6278515822331613,False,True,False,False,False,False,True,False,False,False,False,False
0.9352774109375596,-0.7181100570015141,-0.9433912381199421,0.11091797750219957,-1.3787918061053677,-0.2576781599405399,-0.9604797402807044,-1.107085623945618,-0.08512121895415589,-0.2576781599405398,False,False,False,False,False,True,False,False,True,False,False,False
-1.114842761093047,-0.47074179761415125,-0.8467776698891822,0.4837515153247193,1.6339556599113754,0.892503545040106,-0.8095077499777573,1.8588075057751587,-0.12909096826316924,0.8925035450401059,False,False,True,False,False,False,False,False,True,False,False,False
0.17996997913680962,1.1618887143424421,0.7956529900337379,0.11091797750219957,0.7903863694266873,0.5487710814826718,1.6107831259551388,0.2909868391317698,-0.12861272903599846,0.5487710814826721,False,True,False,False,False,False,False,False,False,False,True,False
-1.0069416994072253,1.1124150624649694,0.45750550122607775,0.4837515153247193,-0.8333259491002311,0.0728338242493009,1.2079654836670062,-0.3966678206311131,-0.10227724159385157,0.07283382424930089,False,True,False,False,False,False,True,False,False,False,False,False
